,ST-8C6-3,ST-8C3-3,ST-A19-3,LT-3,PT-4DB-3,PT-919-3,rain-3,cycle-exp-3,outdoor-RH-3,AH-3,VT-3,net-Rad-3,water-3,LT-B5D-3,outdoor-T-3,RH-3,CO2-3,GT-3,PT-C8F-3,sensor-PAR-3,PAR-055-3,day_of_year,ST-8C6-2,ST-8C3-2,ST-A19-2,LT-2,PT-4DB-2,PT-919-2,rain-2,cycle-exp-2,outdoor-RH-2,AH-2,VT-2,net-Rad-2,water-2,LT-B5D-2,outdoor-T-2,RH-2,CO2-2,GT-2,PT-C8F-2,sensor-PAR-2,PAR-055-2,ST-8C6-1,ST-8C3-1,ST-A19-1,LT-1,PT-4DB-1,PT-919-1,rain-1,cycle-exp-1,outdoor-RH-1,AH-1,VT-1,net-Rad-1,water-1,LT-B5D-1,outdoor-T-1,RH-1,CO2-1,GT-1,PT-C8F-1,sensor-PAR-1,PAR-055-1,ST-8C6,ST-8C3,ST-A19,LT,PT-4DB,PT-919,rain,cycle-exp,outdoor-RH,AH,VT,net-Rad,water,LT-B5D,outdoor-T,RH,CO2,GT,PT-C8F,sensor-PAR,PAR-055,week_of_year,ST-8C6=1,ST-8C3=1,ST-A19=1,LT=1,PT-4DB=1,PT-919=1,rain=1,cycle-exp=1,outdoor-RH=1,AH=1,VT=1,net-Rad=1,water=1,LT-B5D=1,outdoor-T=1,RH=1,CO2=1,GT=1,PT-C8F=1,sensor-PAR=1,PAR-055=1
0,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.592857142857143,1.5916666666666666,1.5803571428571428,15.970238095238097,15.770595238095238,15.419761904761904,0.10499999999999998,0.08452380952380947,73.53154761904761,5.298809523809524,14.230952380952383,0.0,0.5372619047619047,1.3541666666666665,5.830357142857143,68.67559523809523,488.822619047619,14.610714285714286,15.21267857142857,0.0,150.7282142857143,13.428571428571429,17.511309523809523,17.513690476190476,17.40892857142857,16.50654761904762,16.248809523809523,16.00952380952381,0.10351190476190475,0.013690476190476185,71.18571428571428,4.947023809523809,15.216666666666667,2.231547619047619,0.5007738095238096,14.14285714285714,5.460714285714286,69.66250000000001,532.189880952381,15.533333333333333,15.772619047619047,22.41845238095238,144.8344642857143
1,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.922619047619048,3.9375,3.9,15.510714285714284,15.394404761904761,14.982857142857144,0.1076190476190476,0.08511904761904758,72.62738095238095,4.955357142857143,14.044642857142858,0.0,0.46732142857142855,3.0440476190476184,5.076190476190477,69.10059523809524,505.72857142857146,14.214880952380952,14.788273809523812,0.0,149.2067261904762,13.571428571428571,17.816666666666666,17.81190476190476,17.71011904761905,16.691666666666666,16.409523809523808,16.163095238095234,0.10089285714285713,0.0,72.47857142857143,5.020238095238095,15.491666666666665,4.703571428571428,0.5079761904761905,14.441071428571428,5.4261904761904765,69.54642857142856,526.639880952381,15.757142857142858,15.948809523809524,45.346428571428575,145.89160714285714
2,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.582738095238095,6.611309523809524,6.544642857142857,15.877380952380951,15.812857142857142,15.39297619047619,0.10458333333333332,0.07321428571428569,71.74285714285715,5.006547619047619,14.46547619047619,0.0,0.4667261904761904,4.885119047619048,5.402380952380953,69.03690476190476,510.35476190476186,14.633928571428571,15.20434523809524,0.0,159.65946428571428,13.714285714285714,17.873809523809523,17.851785714285715,17.760714285714283,16.691666666666666,16.305952380952384,16.142261904761906,0.10089285714285713,0.0,71.21011904761905,4.847619047619047,15.446428571428571,7.197023809523809,0.5344642857142857,14.945833333333335,5.260119047619048,69.18630952380953,521.6363095238096,15.742261904761904,15.98154761904762,72.02678571428571,147.34678571428572
3,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.732738095238094,8.791071428571428,8.705357142857142,15.433333333333334,15.397976190476191,14.945357142857143,0.17077380952380952,0.06130952380952378,74.43452380952381,5.103571428571429,14.135119047619046,0.0,0.43809523809523804,6.361309523809524,5.130952380952381,70.06488095238095,521.1273809523809,14.305357142857144,14.781130952380952,0.0,145.7782738095238,13.857142857142858,18.519642857142856,18.489880952380954,18.376785714285713,17.26607142857143,16.836309523809526,16.686309523809523,0.03470238095238094,0.0,69.27916666666667,4.789880952380953,16.049404761904764,9.78452380952381,0.593452380952381,16.145833333333332,5.518452380952381,68.38511904761904,514.3708333333333,16.279166666666665,16.6375,99.9720238095238,165.77797619047618
4,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.306547619047619,11.338095238095237,11.24047619047619,15.68154761904762,15.64202380952381,15.23642857142857,0.17476190476190473,0.050595238095238075,74.81666666666665,5.035714285714286,14.588690476190477,0.0,0.4508333333333333,8.747023809523808,4.874404761904763,70.58333333333333,536.4136904761905,14.614880952380954,15.068035714285713,0.0,150.53666666666666,14.0,18.70535714285714,18.72142857142857,18.58690476190476,17.37202380952381,16.879761904761907,16.77857142857143,0.03071428571428572,0.0,70.27619047619048,5.042857142857143,15.906547619047618,12.358928571428569,0.6286309523809523,16.43333333333333,6.0059523809523805,67.98571428571428,492.5285714285714,16.34702380952381,16.723214285714285,130.0636904761905,173.3680357142857
5,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.826785714285714,13.844047619047618,13.745833333333334,15.866666666666665,15.822976190476192,15.488214285714283,0.16851190476190475,0.04107142857142855,74.73392857142856,4.986309523809524,14.776190476190477,0.0,0.47351190476190474,10.882738095238095,4.801785714285715,70.3827380952381,543.952380952381,14.832738095238097,15.296011904761906,0.0,153.37583333333333,14.142857142857142,18.83511904761905,18.880357142857143,18.708928571428572,17.544642857142858,17.04047619047619,16.948809523809523,0.013392857142857142,0.0,70.97142857142856,5.423809523809524,15.91607142857143,14.894047619047617,0.6224404761904763,16.77857142857143,6.85,67.70833333333333,476.3910714285715,16.55892857142857,16.94345238095238,153.1547619047619,175.386369047619
6,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.557142857142857,16.55238095238095,16.45297619047619,16.230357142857144,16.26964285714286,15.957142857142857,0.1450595238095238,0.02738095238095237,72.59285714285714,4.966071428571429,15.057142857142859,0.0,0.4889880952380952,13.303571428571429,5.247619047619048,70.0922619047619,538.7541666666667,15.248214285714287,15.767559523809524,0.0,140.63535714285715,14.285714285714286,18.934523809523807,19.011309523809523,18.816666666666666,17.6875,17.17440476190476,17.063690476190477,0.013392857142857142,0.0,72.58690476190476,5.854761904761905,15.757738095238096,17.554761904761904,0.6488690476190476,17.089880952380952,7.6625000000000005,67.37142857142858,460.9428571428571,16.702380952380953,16.992857142857144,182.53095238095239,182.95827380952383
7,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,1.592857142857143,1.5916666666666666,1.5803571428571428,15.970238095238097,15.770595238095238,15.419761904761904,0.10499999999999998,0.08452380952380947,73.53154761904761,5.298809523809524,14.230952380952383,0.0,0.5372619047619047,1.3541666666666665,5.830357142857143,68.67559523809523,488.822619047619,14.610714285714286,15.21267857142857,0.0,150.7282142857143,17.511309523809523,17.513690476190476,17.40892857142857,16.50654761904762,16.248809523809523,16.00952380952381,0.10351190476190475,0.013690476190476185,71.18571428571428,4.947023809523809,15.216666666666667,2.231547619047619,0.5007738095238096,14.14285714285714,5.460714285714286,69.66250000000001,532.189880952381,15.533333333333333,15.772619047619047,22.41845238095238,144.8344642857143,14.428571428571429,19.11488095238095,19.20595238095238,18.99285714285714,17.870833333333334,17.375,17.199404761904763,0.002142857142857143,0.0,73.09880952380952,6.088690476190476,15.769642857142857,17.86785714285714,0.6716071428571428,17.726785714285715,8.198809523809524,67.07797619047618,450.8339285714286,16.904166666666665,17.107738095238098,186.70238095238093,186.0201785714286
8,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,3.922619047619048,3.9375,3.9,15.510714285714284,15.394404761904761,14.982857142857144,0.1076190476190476,0.08511904761904758,72.62738095238095,4.955357142857143,14.044642857142858,0.0,0.46732142857142855,3.0440476190476184,5.076190476190477,69.10059523809524,505.72857142857146,14.214880952380952,14.788273809523812,0.0,149.2067261904762,17.816666666666666,17.81190476190476,17.71011904761905,16.691666666666666,16.409523809523808,16.163095238095234,0.10089285714285713,0.0,72.47857142857143,5.020238095238095,15.491666666666665,4.703571428571428,0.5079761904761905,14.441071428571428,5.4261904761904765,69.54642857142856,526.639880952381,15.757142857142858,15.948809523809524,45.346428571428575,145.89160714285714,14.571428571428571,19.229166666666664,19.33154761904762,19.10892857142857,17.97738095238095,17.500595238095237,17.34464285714286,0.002142857142857143,0.0,72.20059523809525,6.09047619047619,15.835119047619047,17.975595238095238,0.7139880952380951,18.438095238095237,8.382738095238095,66.65357142857142,444.87380952380954,17.010119047619046,17.16904761904762,192.98333333333335,192.72732142857143
9,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,6.582738095238095,6.611309523809524,6.544642857142857,15.877380952380951,15.812857142857142,15.39297619047619,0.10458333333333332,0.07321428571428569,71.74285714285715,5.006547619047619,14.46547619047619,0.0,0.4667261904761904,4.885119047619048,5.402380952380953,69.03690476190476,510.35476190476186,14.633928571428571,15.20434523809524,0.0,159.65946428571428,17.873809523809523,17.851785714285715,17.760714285714283,16.691666666666666,16.305952380952384,16.142261904761906,0.10089285714285713,0.0,71.21011904761905,4.847619047619047,15.446428571428571,7.197023809523809,0.5344642857142857,14.945833333333335,5.260119047619048,69.18630952380953,521.6363095238096,15.742261904761904,15.98154761904762,72.02678571428571,147.34678571428572,14.714285714285714,19.32797619047619,19.4672619047619,19.22797619047619,18.109523809523807,17.71011904761905,17.524404761904766,0.002142857142857143,0.0,73.43988095238095,6.2559523809523805,16.00595238095238,18.111309523809524,0.7520833333333333,18.770238095238092,8.555952380952382,66.77857142857142,446.47797619047617,17.14166666666667,17.258928571428573,198.85357142857143,199.51791666666665
